id,signal_id,strategy_id,user_id,symbol,isin,exchange,order_type,order_side,product_type,qty,filled_qty,limit_price,trigger_price,avg_fill_price,broker_order_id,broker_status,indira_symbol,exchange_token,status,retry_count,max_retries,last_error,parent_order_id,created_at,placed_at,filled_at,cancelled_at,updated_at,trade_date,exchange_error_code,exchange_error_tag,reject_category,algo_id,broker_trigger_price,broker_limit_price
8887,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r108,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 06:36:18.578078+00,,,,2026-08-22 06:36:18.586033+00,2026-08-24,,,,,,
8888,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r108,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 06:36:18.591793+00,,,,2026-08-22 06:36:18.597713+00,2026-08-24,,,,,,
8889,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r109,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 06:41:18.373095+00,,,,2026-08-22 06:41:18.382209+00,2026-08-24,,,,,,
8890,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r109,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 06:41:18.387903+00,,,,2026-08-22 06:41:18.393686+00,2026-08-24,,,,,,
8891,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r110,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 06:46:18.242835+00,,,,2026-08-22 06:46:18.251103+00,2026-08-24,,,,,,
8892,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r110,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 06:46:18.257255+00,,,,2026-08-22 06:46:18.263325+00,2026-08-24,,,,,,
8893,10c4910c-8081-5143-b513-04d2a49d95b0-amo-20260824-r10,a6cb5b08-dddd-4e54-ad2d-d5ae55edb3c9,S4450,IIFL,INE530B01024,NSE,SL_SELL_AMO,SELL,CNC,29,0,555.80,557.45,,NYMZX0029EF8,,STK_IIFL_EQ_NSE_11809,11809,SL_PLACED,0,3,,8512,2026-08-22 06:51:18.242361+00,2026-08-22 06:51:18.299758+00,,,2026-08-22 08:55:04.136404+00,2026-08-24,,,,,557.45,555.80
8894,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r111,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 06:51:18.318686+00,,,,2026-08-22 06:51:18.324819+00,2026-08-24,,,,,,
8895,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r111,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 06:51:18.330159+00,,,,2026-08-22 06:51:18.335967+00,2026-08-24,,,,,,
8896,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r112,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 06:56:18.251651+00,,,,2026-08-22 06:56:18.261591+00,2026-08-24,,,,,,
8897,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r112,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 06:56:18.268618+00,,,,2026-08-22 06:56:18.274843+00,2026-08-24,,,,,,
8898,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r113,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:01:18.371376+00,,,,2026-08-22 07:01:18.380028+00,2026-08-24,,,,,,
8899,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r113,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:01:18.385943+00,,,,2026-08-22 07:01:18.39178+00,2026-08-24,,,,,,
8900,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r114,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:06:18.284402+00,,,,2026-08-22 07:06:18.293537+00,2026-08-24,,,,,,
8901,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r114,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:06:18.299992+00,,,,2026-08-22 07:06:18.306081+00,2026-08-24,,,,,,
8902,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r115,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:11:18.242586+00,,,,2026-08-22 07:11:18.250371+00,2026-08-24,,,,,,
8903,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r115,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:11:18.256576+00,,,,2026-08-22 07:11:18.262398+00,2026-08-24,,,,,,
8904,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r116,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:16:18.274271+00,,,,2026-08-22 07:16:18.282199+00,2026-08-24,,,,,,
8905,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r116,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:16:18.288045+00,,,,2026-08-22 07:16:18.294169+00,2026-08-24,,,,,,
8906,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r117,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:21:18.243392+00,,,,2026-08-22 07:21:18.251593+00,2026-08-24,,,,,,
8907,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r117,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:21:18.258227+00,,,,2026-08-22 07:21:18.265591+00,2026-08-24,,,,,,
8908,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r118,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:26:18.241397+00,,,,2026-08-22 07:26:18.249771+00,2026-08-24,,,,,,
8909,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r118,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:26:18.256188+00,,,,2026-08-22 07:26:18.26179+00,2026-08-24,,,,,,
8910,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r119,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:26:34.835564+00,,,,2026-08-22 07:26:34.8425+00,2026-08-24,,,,,,
8911,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r119,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:26:34.848014+00,,,,2026-08-22 07:26:34.853787+00,2026-08-24,,,,,,
8919,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r120,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:31:34.914151+00,,,,2026-08-22 07:31:34.92134+00,2026-08-24,,,,,,
8920,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r120,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:31:34.926248+00,,,,2026-08-22 07:31:34.931335+00,2026-08-24,,,,,,
8921,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r121,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:36:35.064926+00,,,,2026-08-22 07:36:35.073658+00,2026-08-24,,,,,,
8922,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r121,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:36:35.079897+00,,,,2026-08-22 07:36:35.085786+00,2026-08-24,,,,,,
8923,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r122,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:41:34.979583+00,,,,2026-08-22 07:41:34.98783+00,2026-08-24,,,,,,
8924,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r122,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:41:34.993843+00,,,,2026-08-22 07:41:35.000609+00,2026-08-24,,,,,,
8925,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r123,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:46:34.88723+00,,,,2026-08-22 07:46:34.896194+00,2026-08-24,,,,,,
8926,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r123,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:46:34.902469+00,,,,2026-08-22 07:46:34.908145+00,2026-08-24,,,,,,
8930,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r124,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:51:34.953797+00,,,,2026-08-22 07:51:34.962927+00,2026-08-24,,,,,,
8931,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r124,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:51:34.970753+00,,,,2026-08-22 07:51:34.977214+00,2026-08-24,,,,,,
8938,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r125,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 07:56:35.064235+00,,,,2026-08-22 07:56:35.07089+00,2026-08-24,,,,,,
8939,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r125,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 07:56:35.07767+00,,,,2026-08-22 07:56:35.084839+00,2026-08-24,,,,,,
8940,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r126,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:01:34.948204+00,,,,2026-08-22 08:01:34.956273+00,2026-08-24,,,,,,
8941,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r126,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:01:34.96311+00,,,,2026-08-22 08:01:34.96928+00,2026-08-24,,,,,,
8944,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r127,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:06:35.043449+00,,,,2026-08-22 08:06:35.050462+00,2026-08-24,,,,,,
8945,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r127,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:06:35.056231+00,,,,2026-08-22 08:06:35.061923+00,2026-08-24,,,,,,
8948,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r128,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:07:31.184525+00,,,,2026-08-22 08:07:31.191212+00,2026-08-24,,,,,,
8949,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r128,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:07:31.196247+00,,,,2026-08-22 08:07:31.202121+00,2026-08-24,,,,,,
8955,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r129,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:08:53.875521+00,,,,2026-08-22 08:08:53.881899+00,2026-08-24,,,,,,
8956,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r129,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:08:53.887454+00,,,,2026-08-22 08:08:53.894235+00,2026-08-24,,,,,,
8957,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r130,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:13:53.72236+00,,,,2026-08-22 08:13:53.732169+00,2026-08-24,,,,,,
8958,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r130,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:13:53.738336+00,,,,2026-08-22 08:13:53.74425+00,2026-08-24,,,,,,
8961,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r131,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:18:53.906176+00,,,,2026-08-22 08:18:53.913449+00,2026-08-24,,,,,,
8962,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r131,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:18:53.91961+00,,,,2026-08-22 08:18:53.925537+00,2026-08-24,,,,,,
8965,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r132,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:23:53.728104+00,,,,2026-08-22 08:23:53.737501+00,2026-08-24,,,,,,
8966,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r132,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:23:53.745286+00,,,,2026-08-22 08:23:53.751792+00,2026-08-24,,,,,,
8967,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r133,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:27:56.967707+00,,,,2026-08-22 08:27:56.976368+00,2026-08-24,,,,,,
8968,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r133,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:27:56.982283+00,,,,2026-08-22 08:27:56.988132+00,2026-08-24,,,,,,
8972,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r134,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:32:57.12787+00,,,,2026-08-22 08:32:57.135304+00,2026-08-24,,,,,,
8973,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r134,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:32:57.141827+00,,,,2026-08-22 08:32:57.147769+00,2026-08-24,,,,,,
